2018, 7, 11, 18, 17, 24, 997342
2018, 7, 11, 18, 17, 25, 277049
2018, 7, 11, 18, 17, 25, 867495
2018, 7, 11, 18, 17, 26, 360344
2018, 7, 11, 18, 17, 26, 870733
2018, 7, 11, 18, 17, 27, 103809
2018, 7, 11, 18, 17, 28, 648086
2018, 7, 11, 18, 17, 29, 159057
2018, 7, 11, 18, 17, 29, 983527
2018, 7, 11, 18, 17, 30, 524246
2018, 7, 11, 18, 17, 33, 392830
2018, 7, 11, 18, 17, 35, 140486
2018, 7, 11, 18, 17, 35, 665385
2018, 7, 11, 18, 17, 36, 345924
2018, 7, 11, 18, 17, 37, 299024
2018, 7, 11, 18, 17, 39, 24637
2018, 7, 11, 18, 17, 39, 529747
2018, 7, 11, 18, 17, 39, 952713
2018, 7, 11, 18, 17, 40, 203142
2018, 7, 11, 18, 17, 40, 839529
2018, 7, 11, 18, 17, 41, 413747
2018, 7, 11, 18, 17, 44, 38460
2018, 7, 11, 18, 17, 44, 825907
2018, 7, 11, 18, 17, 45, 69371
2018, 7, 11, 18, 17, 45, 951245
2018, 7, 11, 18, 17, 47, 140289
2018, 7, 11, 18, 17, 48, 788607
2018, 7, 11, 18, 17, 49, 25901
2018, 7, 11, 18, 17, 50, 71382
2018, 7, 11, 18, 17, 50, 721364
2018, 7, 11, 18, 17, 51, 619402
2018, 7, 11, 18, 17, 52, 545431
2018, 7, 11, 18, 17, 53, 669318
2018, 7, 11, 18, 17, 55, 210243
2018, 7, 11, 18, 17, 55, 658759
2018, 7, 11, 18, 17, 55, 932840
2018, 7, 11, 18, 17, 56, 890352
2018, 7, 11, 18, 17, 57, 676023
2018, 7, 11, 18, 17, 58, 166137
2018, 7, 11, 18, 17, 58, 666880
2018, 7, 11, 18, 17, 59, 827397
2018, 7, 11, 18, 18, 0, 233031
2018, 7, 11, 18, 18, 3, 85590
2018, 7, 11, 18, 18, 3, 295766
2018, 7, 11, 18, 18, 4, 517539
2018, 7, 11, 18, 18, 4, 966216
2018, 7, 11, 18, 18, 5, 366912
2018, 7, 11, 18, 18, 5, 584068
2018, 7, 11, 18, 18, 5, 975057
2018, 7, 11, 18, 18, 6, 701403
2018, 7, 11, 18, 18, 10, 416695
2018, 7, 11, 18, 18, 10, 838171
2018, 7, 11, 18, 18, 11, 186764
2018, 7, 11, 18, 18, 12, 189747
2018, 7, 11, 18, 18, 12, 752595
2018, 7, 11, 18, 18, 13, 64442
2018, 7, 11, 18, 18, 14, 907955
2018, 7, 11, 18, 18, 15, 636277
2018, 7, 11, 18, 18, 16, 76926
2018, 7, 11, 18, 18, 16, 840136
2018, 7, 11, 18, 18, 19, 461236
2018, 7, 11, 18, 18, 19, 727908
2018, 7, 11, 18, 18, 21, 580275
2018, 7, 11, 18, 18, 21, 950966
2018, 7, 11, 18, 18, 22, 226551
2018, 7, 11, 18, 18, 23, 478939
2018, 7, 11, 18, 18, 23, 983999
2018, 7, 11, 18, 18, 25, 124907
2018, 7, 11, 18, 18, 25, 672893
2018, 7, 11, 18, 18, 26, 896869
2018, 7, 11, 18, 18, 27, 746989
2018, 7, 11, 18, 18, 30, 730621
2018, 7, 11, 18, 18, 31, 156718
2018, 7, 11, 18, 18, 31, 418484
2018, 7, 11, 18, 18, 32, 214361
2018, 7, 11, 18, 18, 33, 190745
2018, 7, 11, 18, 18, 33, 725198
2018, 7, 11, 18, 18, 35, 687829
2018, 7, 11, 18, 18, 36, 422048
2018, 7, 11, 18, 18, 37, 336998
2018, 7, 11, 18, 18, 38, 217170
2018, 7, 11, 18, 18, 39, 392742
2018, 7, 11, 18, 18, 40, 755916
2018, 7, 11, 18, 18, 41, 773951
2018, 7, 11, 18, 18, 42, 215491
2018, 7, 11, 18, 18, 42, 682697
2018, 7, 11, 18, 18, 42, 991881
2018, 7, 11, 18, 18, 44, 59282
2018, 7, 11, 18, 18, 44, 832287
2018, 7, 11, 18, 18, 45, 477938
2018, 7, 11, 18, 18, 46, 865237
2018, 7, 11, 18, 18, 48, 325255
2018, 7, 11, 18, 18, 49, 386832
2018, 7, 11, 18, 18, 50, 336314
2018, 7, 11, 18, 18, 50, 839811
2018, 7, 11, 18, 18, 52, 33471
2018, 7, 11, 18, 18, 53, 413721
2018, 7, 11, 18, 18, 53, 899880
2018, 7, 11, 18, 18, 54, 162917
2018, 7, 11, 18, 18, 55, 147842
2018, 7, 11, 18, 18, 55, 459436
2018, 7, 11, 18, 18, 55, 816148
2018, 7, 11, 18, 18, 59, 369091
2018, 7, 11, 18, 18, 59, 627843
2018, 7, 11, 18, 19, 0, 268223
2018, 7, 11, 18, 19, 0, 945759
2018, 7, 11, 18, 19, 2, 290335
2018, 7, 11, 18, 19, 2, 648902
2018, 7, 11, 18, 19, 3, 989896
2018, 7, 11, 18, 19, 4, 252698
2018, 7, 11, 18, 19, 5, 765663
2018, 7, 11, 18, 19, 6, 457479
2018, 7, 11, 18, 19, 8, 155254
2018, 7, 11, 18, 19, 9, 146620
2018, 7, 11, 18, 19, 9, 448009
2018, 7, 11, 18, 19, 10, 462894
2018, 7, 11, 18, 19, 10, 726656
2018, 7, 11, 18, 19, 13, 261063
2018, 7, 11, 18, 19, 13, 775018
2018, 7, 11, 18, 19, 14, 379008
2018, 7, 11, 18, 19, 15, 326886
2018, 7, 11, 18, 19, 15, 736365
2018, 7, 11, 18, 19, 18, 281227
2018, 7, 11, 18, 19, 18, 555039
2018, 7, 11, 18, 19, 19, 784246
2018, 7, 11, 18, 19, 20, 270779
2018, 7, 11, 18, 19, 22, 606770
2018, 7, 11, 18, 19, 23, 312524
2018, 7, 11, 18, 19, 24, 608631
2018, 7, 11, 18, 19, 25, 776055
2018, 7, 11, 18, 19, 26, 370254
2018, 7, 11, 18, 19, 27, 266282
2018, 7, 11, 18, 19, 27, 920175
2018, 7, 11, 18, 19, 28, 166532
2018, 7, 11, 18, 19, 30, 80654
2018, 7, 11, 18, 19, 31, 63297
2018, 7, 11, 18, 19, 31, 536690
2018, 7, 11, 18, 19, 31, 777464
2018, 7, 11, 18, 19, 33, 34510
2018, 7, 11, 18, 19, 34, 306950
2018, 7, 11, 18, 19, 34, 522830
2018, 7, 11, 18, 19, 35, 840081
2018, 7, 11, 18, 19, 36, 307235
2018, 7, 11, 18, 19, 38, 325790
2018, 7, 11, 18, 19, 38, 594345
2018, 7, 11, 18, 19, 41, 13484
2018, 7, 11, 18, 19, 41, 494464
2018, 7, 11, 18, 19, 41, 892188
2018, 7, 11, 18, 19, 42, 457173
2018, 7, 11, 18, 19, 42, 934909
2018, 7, 11, 18, 19, 44, 214040
2018, 7, 11, 18, 19, 45, 379191
2018, 7, 11, 18, 19, 46, 77567
2018, 7, 11, 18, 19, 47, 133104
2018, 7, 11, 18, 19, 47, 552573
2018, 7, 11, 18, 19, 49, 54248
2018, 7, 11, 18, 19, 50, 438868
2018, 7, 11, 18, 19, 50, 941636
2018, 7, 11, 18, 19, 51, 309450
2018, 7, 11, 18, 19, 51, 840592
2018, 7, 11, 18, 19, 52, 111714
2018, 7, 11, 18, 19, 52, 419188
2018, 7, 11, 18, 19, 53, 949892
2018, 7, 11, 18, 19, 55, 574072
2018, 7, 11, 18, 19, 57, 94053
2018, 7, 11, 18, 19, 57, 306066
2018, 7, 11, 18, 19, 58, 865484
2018, 7, 11, 18, 19, 59, 282006
2018, 7, 11, 18, 20, 1, 284127
2018, 7, 11, 18, 20, 1, 802548
2018, 7, 11, 18, 20, 2, 418083
2018, 7, 11, 18, 20, 2, 965918
2018, 7, 11, 18, 20, 3, 340422
2018, 7, 11, 18, 20, 3, 646350
2018, 7, 11, 18, 20, 5, 790676
2018, 7, 11, 18, 20, 6, 749627
2018, 7, 11, 18, 20, 7, 142989
2018, 7, 11, 18, 20, 7, 870341
2018, 7, 11, 18, 20, 9, 992379
2018, 7, 11, 18, 20, 10, 208445
2018, 7, 11, 18, 20, 10, 503761
2018, 7, 11, 18, 20, 12, 246132
2018, 7, 11, 18, 20, 12, 751797
2018, 7, 11, 18, 20, 14, 696867
2018, 7, 11, 18, 20, 14, 873097
2018, 7, 11, 18, 20, 15, 933452
2018, 7, 11, 18, 20, 17, 50765
2018, 7, 11, 18, 20, 17, 280679
2018, 7, 11, 18, 20, 17, 618957
2018, 7, 11, 18, 20, 19, 53367
2018, 7, 11, 18, 20, 20, 411686
2018, 7, 11, 18, 20, 20, 654973
2018, 7, 11, 18, 20, 22, 270745
2018, 7, 11, 18, 20, 23, 557614
2018, 7, 11, 18, 20, 24, 999
2018, 7, 11, 18, 20, 24, 282788
2018, 7, 11, 18, 20, 24, 625090
2018, 7, 11, 18, 20, 25, 968446
2018, 7, 11, 18, 20, 28, 48039
2018, 7, 11, 18, 20, 28, 468807
2018, 7, 11, 18, 20, 28, 679139
2018, 7, 11, 18, 20, 31, 143398
2018, 7, 11, 18, 20, 31, 333156
2018, 7, 11, 18, 20, 31, 638653
2018, 7, 11, 18, 20, 33, 72798
2018, 7, 11, 18, 20, 34, 458370
2018, 7, 11, 18, 20, 34, 994321
2018, 7, 11, 18, 20, 35, 515678
2018, 7, 11, 18, 20, 35, 921118
2018, 7, 11, 18, 20, 37, 711376
2018, 7, 11, 18, 20, 39, 47823
2018, 7, 11, 18, 20, 39, 860752
2018, 7, 11, 18, 20, 40, 138903
2018, 7, 11, 18, 20, 40, 406828
2018, 7, 11, 18, 20, 40, 931412
2018, 7, 11, 18, 20, 42, 739113
2018, 7, 11, 18, 20, 44, 213114
2018, 7, 11, 18, 20, 44, 623368
2018, 7, 11, 18, 20, 45, 442890
2018, 7, 11, 18, 20, 45, 712618
2018, 7, 11, 18, 20, 47, 100417
2018, 7, 11, 18, 20, 47, 535258
2018, 7, 11, 18, 20, 49, 327073
2018, 7, 11, 18, 20, 49, 787656
2018, 7, 11, 18, 20, 50, 5787
2018, 7, 11, 18, 20, 52, 56244
2018, 7, 11, 18, 20, 52, 745256
2018, 7, 11, 18, 20, 53, 85892
2018, 7, 11, 18, 20, 54, 494446
2018, 7, 11, 18, 20, 55, 132025
2018, 7, 11, 18, 20, 55, 535209
2018, 7, 11, 18, 20, 55, 785622
2018, 7, 11, 18, 20, 57, 231449
2018, 7, 11, 18, 20, 57, 903185
2018, 7, 11, 18, 20, 58, 843846
2018, 7, 11, 18, 20, 59, 474481
2018, 7, 11, 18, 21, 1, 372387
2018, 7, 11, 18, 21, 1, 590048
2018, 7, 11, 18, 21, 2, 398049
2018, 7, 11, 18, 21, 2, 781184
2018, 7, 11, 18, 21, 4, 533544
2018, 7, 11, 18, 21, 5, 12218
2018, 7, 11, 18, 21, 6, 64580
2018, 7, 11, 18, 21, 6, 299684
2018, 7, 11, 18, 21, 7, 479438
2018, 7, 11, 18, 21, 8, 319637
2018, 7, 11, 18, 21, 9, 169688
2018, 7, 11, 18, 21, 9, 989747
2018, 7, 11, 18, 21, 10, 436279
2018, 7, 11, 18, 21, 11, 182118
2018, 7, 11, 18, 21, 12, 576196
2018, 7, 11, 18, 21, 13, 185809
